parking_id,floor,spot_id,x,y,status,distance,type,time_period,user_id,arrival_hour,parking_duration
P1,3,S3_50,11,0,0,26.0,normal,afternoon,U4859,16,7
P1,5,S5_85,13,1,1,38.04,disabled,afternoon,U1330,1,2
P1,3,S3_51,33,37,0,64.58,disabled,afternoon,U4855,9,3
P1,1,S1_5,28,3,0,33.16,VIP,morning,U3580,19,5
P1,2,S2_6,1,12,0,22.04,normal,evening,U1907,14,1
P1,3,S3_118,15,7,0,31.55,normal,morning,U3267,2,3
P1,5,S5_32,49,18,1,77.2,normal,afternoon,U3901,21,5
P1,1,S1_5,40,11,0,46.48,normal,afternoon,U1754,12,3
P1,1,S1_26,46,21,0,55.57,VIP,evening,U4144,16,2
P1,4,S4_1,7,48,0,68.51,disabled,evening,U639,23,6
P1,2,S2_28,22,13,0,35.55,VIP,afternoon,U4979,6,3
P1,3,S3_111,44,17,0,62.17,normal,evening,U4581,9,7
P1,1,S1_17,38,21,0,48.42,normal,morning,U3597,19,1
P1,4,S4_10,2,40,0,60.05,normal,evening,U1494,1,7
P1,1,S1_108,18,41,0,49.78,normal,afternoon,U1762,23,3
P1,5,S5_70,36,32,0,73.17,normal,afternoon,U2564,10,6
P1,1,S1_119,2,30,0,35.07,disabled,evening,U6,1,4
P1,4,S4_75,3,14,1,34.32,normal,afternoon,U4290,14,3
P1,2,S2_51,44,43,0,71.52,disabled,evening,U724,0,4
P1,1,S1_12,46,0,0,51.0,normal,morning,U1918,10,7
P1,4,S4_77,42,2,0,62.05,normal,afternoon,U261,22,2
P1,4,S4_2,12,39,1,60.8,normal,morning,U2377,16,1
P1,3,S3_15,23,37,0,58.57,normal,morning,U1605,11,2
P1,5,S5_120,10,8,0,37.81,normal,morning,U3392,21,4
P1,5,S5_72,10,40,1,66.23,VIP,evening,U4821,4,5
P1,3,S3_78,25,3,0,40.18,normal,afternoon,U2344,7,7
P1,3,S3_38,32,22,0,53.83,normal,morning,U1249,14,7
P1,2,S2_78,39,39,0,65.15,normal,afternoon,U2627,6,3
P1,2,S2_64,14,46,0,58.08,normal,evening,U923,3,5
P1,1,S1_97,36,26,1,49.41,normal,afternoon,U1858,9,5
P1,3,S3_74,32,37,0,63.92,normal,morning,U3229,7,5
P1,5,S5_47,3,11,1,36.4,normal,evening,U1956,3,2
P1,3,S3_27,4,19,0,34.42,disabled,afternoon,U3206,7,7
P1,2,S2_46,42,11,1,53.42,normal,afternoon,U985,0,7
P1,4,S4_43,11,43,0,64.38,normal,morning,U127,9,1
P1,4,S4_31,8,28,0,49.12,VIP,evening,U1793,13,5
P1,5,S5_90,45,35,0,82.01,disabled,evening,U4022,22,3
P1,5,S5_47,8,8,0,36.31,VIP,afternoon,U575,19,1
P1,2,S2_75,37,1,0,47.01,normal,evening,U3601,10,3
P1,4,S4_51,23,24,0,53.24,normal,morning,U4381,10,6
P1,2,S2_28,49,20,0,62.92,disabled,morning,U689,19,6
P1,4,S4_63,39,48,0,81.85,normal,afternoon,U2263,18,3
P1,3,S3_62,31,29,0,57.45,normal,afternoon,U3496,18,2
P1,1,S1_78,46,49,0,72.21,normal,afternoon,U3294,5,3
P1,4,S4_1,7,28,0,48.86,VIP,afternoon,U1482,18,6
P1,2,S2_97,22,27,1,44.83,VIP,morning,U4409,22,3
P1,3,S3_72,46,36,0,73.41,normal,evening,U2144,23,6
P1,3,S3_16,3,36,0,51.12,normal,evening,U944,17,7
P1,2,S2_7,32,22,1,48.83,normal,evening,U1309,17,2
P1,1,S1_47,4,19,0,24.42,VIP,evening,U4567,22,4
P1,4,S4_5,36,37,1,71.62,normal,morning,U3578,21,4
P1,1,S1_74,29,45,0,58.54,normal,afternoon,U3187,16,6
P1,1,S1_40,1,44,0,49.01,normal,afternoon,U2542,3,2
P1,2,S2_29,44,33,0,65.0,normal,afternoon,U2176,20,2
P1,4,S4_41,37,33,0,69.58,normal,afternoon,U4684,22,5
P1,2,S2_86,20,26,1,42.8,VIP,afternoon,U455,9,5
P1,1,S1_26,20,27,1,38.6,normal,afternoon,U3068,21,3
P1,1,S1_51,35,25,0,48.01,VIP,evening,U1137,6,3
P1,2,S2_55,46,23,1,61.43,VIP,morning,U1786,3,7
P1,4,S4_83,34,42,1,74.04,disabled,evening,U482,8,2
P1,2,S2_117,8,8,0,21.31,normal,morning,U939,7,2
P1,1,S1_39,34,2,0,39.06,normal,evening,U3550,5,2
P1,4,S4_19,36,43,1,76.08,disabled,morning,U330,22,1
P1,4,S4_62,15,23,1,47.46,normal,morning,U1751,4,6
P1,1,S1_82,24,11,0,31.4,disabled,morning,U47,9,7
P1,1,S1_23,25,20,0,37.02,normal,evening,U629,6,1
P1,3,S3_48,7,49,0,64.5,VIP,evening,U2420,6,3
P1,2,S2_59,41,38,0,65.9,normal,evening,U2668,12,2
P1,3,S3_37,42,39,0,72.31,normal,evening,U3960,16,4
P1,5,S5_86,24,12,0,51.83,VIP,afternoon,U1132,1,7
P1,3,S3_42,33,29,0,58.93,normal,afternoon,U3811,6,6
P1,4,S4_29,48,28,0,75.57,normal,evening,U2425,9,6
P1,1,S1_103,19,4,1,24.42,normal,morning,U1166,23,6
P1,2,S2_68,17,36,0,49.81,normal,afternoon,U2633,14,1
P1,1,S1_88,3,11,1,16.4,VIP,morning,U939,5,7
P1,3,S3_62,12,33,0,50.11,disabled,evening,U885,18,5
P1,2,S2_107,33,25,0,51.4,disabled,afternoon,U1797,21,7
P1,1,S1_9,34,19,1,43.95,normal,afternoon,U2467,17,2
P1,1,S1_88,2,31,0,36.06,normal,morning,U2031,8,4
P1,5,S5_98,10,40,0,66.23,normal,morning,U1219,1,4
P1,2,S2_9,14,39,1,51.44,VIP,afternoon,U984,14,6
P1,3,S3_5,47,25,0,68.24,disabled,morning,U796,4,5
P1,1,S1_114,39,44,0,63.8,normal,afternoon,U1592,7,2
P1,3,S3_77,44,32,1,69.41,VIP,morning,U1705,12,3
P1,5,S5_89,41,35,0,78.91,VIP,evening,U557,18,7
P1,2,S2_10,31,42,0,62.2,disabled,afternoon,U2404,1,6
P1,5,S5_93,11,38,0,64.56,normal,evening,U1137,8,1
P1,2,S2_60,23,44,1,59.65,normal,afternoon,U3527,9,1
P1,2,S2_63,27,14,1,40.41,normal,afternoon,U4827,16,4
P1,1,S1_10,0,21,0,26.0,normal,afternoon,U4800,14,5
P1,4,S4_36,34,11,0,55.74,normal,afternoon,U4000,18,3
P1,2,S2_87,25,33,0,51.4,disabled,morning,U39,14,7
P1,5,S5_29,10,31,0,57.57,normal,afternoon,U3531,2,1
P1,4,S4_56,27,28,1,58.9,normal,evening,U4180,5,3
P1,1,S1_69,2,0,0,7.0,VIP,afternoon,U1981,2,1
P1,1,S1_24,11,17,1,25.25,normal,afternoon,U985,16,5
P1,5,S5_8,14,26,1,54.53,VIP,evening,U4445,11,5
P1,4,S4_3,19,45,0,68.85,normal,evening,U3345,11,4
P1,4,S4_9,37,47,0,79.82,normal,afternoon,U117,1,3
P1,5,S5_81,7,20,0,46.19,normal,afternoon,U3567,5,3
P1,5,S5_89,32,37,1,73.92,VIP,evening,U1577,16,4
P1,1,S1_46,31,14,0,39.01,normal,morning,U714,7,2
P1,4,S4_97,1,32,0,52.02,normal,morning,U918,6,2
P1,2,S2_46,49,14,0,60.96,normal,morning,U1896,10,5
P1,3,S3_6,8,5,0,24.43,normal,morning,U716,7,2
P1,4,S4_62,19,46,1,69.77,normal,afternoon,U3386,21,2
P1,3,S3_41,41,13,0,58.01,normal,evening,U3596,12,1
P1,5,S5_115,18,45,0,73.47,normal,evening,U2357,22,3
P1,4,S4_82,5,17,1,37.72,normal,morning,U1083,2,4
P1,2,S2_115,34,28,0,54.05,normal,evening,U3889,20,7
P1,2,S2_61,23,19,0,39.83,VIP,afternoon,U956,23,2
P1,1,S1_51,31,40,0,55.61,VIP,afternoon,U2383,1,4
P1,2,S2_115,11,2,0,21.18,normal,evening,U2915,7,4
P1,2,S2_44,13,13,0,28.38,normal,afternoon,U3053,8,6
P1,4,S4_111,13,38,0,60.16,normal,afternoon,U3217,1,3
P1,5,S5_5,0,39,0,64.0,normal,evening,U3375,10,2
P1,3,S3_118,13,15,0,34.85,normal,afternoon,U3433,0,5
P1,4,S4_8,42,11,1,63.42,normal,morning,U3179,4,7
P1,5,S5_76,36,48,1,85.0,VIP,evening,U1743,5,4
P1,3,S3_61,19,49,1,67.55,normal,morning,U1044,0,7
P1,3,S3_70,36,4,0,51.22,normal,afternoon,U276,20,2
P1,3,S3_43,33,24,0,55.8,VIP,evening,U3250,22,4
P1,4,S4_23,44,15,1,66.49,VIP,afternoon,U1365,0,7
P1,5,S5_96,37,4,1,62.22,normal,morning,U2475,9,6
P1,2,S2_82,16,25,1,39.68,normal,evening,U1864,13,4
P1,1,S1_1,18,30,1,39.99,normal,morning,U2409,1,2
P1,1,S1_33,40,24,1,51.65,VIP,morning,U3231,8,3
P1,4,S4_98,37,45,1,78.26,normal,afternoon,U1001,22,3
P1,5,S5_75,0,23,0,48.0,normal,morning,U3727,0,4
P1,2,S2_71,14,20,0,34.41,normal,morning,U4401,16,3
P1,4,S4_102,25,10,0,46.93,normal,afternoon,U962,13,1
P1,3,S3_85,25,7,0,40.96,normal,morning,U1178,11,5
P1,2,S2_48,36,14,0,48.63,normal,evening,U2546,11,3
P1,3,S3_109,20,22,0,44.73,VIP,morning,U715,18,7
P1,4,S4_21,12,21,0,44.19,normal,morning,U3636,13,3
P1,5,S5_111,27,34,0,68.42,normal,afternoon,U1682,1,1
P1,5,S5_4,25,24,0,59.66,normal,afternoon,U3655,23,1
P1,2,S2_61,41,35,0,63.91,normal,afternoon,U1409,11,5
P1,2,S2_47,12,21,1,34.19,VIP,morning,U3098,8,7
P1,2,S2_88,41,7,1,51.59,normal,evening,U1317,3,2
P1,3,S3_100,38,9,1,54.05,VIP,afternoon,U3041,22,2
P1,5,S5_47,48,34,1,83.82,normal,morning,U662,15,5
P1,3,S3_92,6,31,0,46.58,normal,morning,U441,1,3
P1,5,S5_18,2,41,0,66.05,VIP,morning,U3352,13,3
P1,4,S4_90,37,41,1,75.23,VIP,morning,U4449,3,3
P1,1,S1_8,32,5,0,37.39,normal,morning,U3714,4,4
P1,3,S3_32,20,7,1,36.19,normal,afternoon,U2429,2,6
P1,2,S2_87,43,1,0,53.01,disabled,evening,U4212,7,6
P1,4,S4_58,35,4,0,55.23,normal,morning,U4407,15,2
P1,1,S1_55,15,11,0,23.6,normal,evening,U1680,12,7
P1,4,S4_115,39,4,1,59.2,VIP,morning,U286,20,4
P1,2,S2_72,38,31,0,59.04,VIP,afternoon,U1524,1,5
P1,4,S4_97,22,49,0,73.71,normal,afternoon,U2497,10,3
P1,4,S4_62,22,25,0,53.3,normal,evening,U406,10,7
P1,4,S4_101,41,11,1,62.45,normal,afternoon,U1827,23,2
P1,3,S3_80,6,13,0,29.32,normal,afternoon,U4226,2,2
P1,4,S4_82,9,24,0,45.63,normal,morning,U4260,13,1
P1,5,S5_52,2,34,0,59.06,normal,morning,U2530,7,5
P1,2,S2_68,24,14,1,37.78,normal,morning,U543,13,4
P1,2,S2_93,5,31,0,41.4,normal,evening,U1954,9,1
P1,2,S2_11,49,30,1,67.45,disabled,evening,U3977,2,5
P1,1,S1_28,45,6,1,50.4,normal,evening,U2149,6,4
P1,4,S4_93,35,37,0,70.93,normal,evening,U768,2,7
P1,3,S3_92,21,13,0,39.7,normal,morning,U4606,22,2
P1,3,S3_21,37,14,0,54.56,normal,evening,U901,0,5
P1,5,S5_90,49,44,1,90.86,VIP,morning,U672,3,1
P1,3,S3_113,10,20,1,37.36,normal,afternoon,U2558,3,2
P1,4,S4_112,17,39,1,62.54,normal,morning,U3494,9,5
P1,2,S2_13,48,40,0,72.48,normal,morning,U572,15,5
P1,1,S1_10,49,39,0,67.63,normal,afternoon,U776,21,1
P1,1,S1_60,22,23,1,36.83,normal,morning,U2149,7,5
P1,1,S1_87,42,0,0,47.0,normal,morning,U1669,19,5
P1,2,S2_31,45,35,0,67.01,VIP,evening,U2547,18,3
P1,2,S2_5,4,29,1,39.27,normal,afternoon,U1574,14,4
P1,1,S1_95,7,39,0,44.62,normal,afternoon,U963,16,4
P1,4,S4_78,40,40,1,76.57,normal,evening,U370,9,5
P1,4,S4_12,26,39,0,66.87,normal,evening,U3984,1,3
P1,2,S2_15,16,39,0,52.15,normal,evening,U4942,17,6
P1,4,S4_30,19,20,1,47.59,normal,morning,U3989,2,2
P1,1,S1_12,40,46,0,65.96,VIP,morning,U302,7,6
P1,4,S4_96,10,21,1,43.26,normal,morning,U3538,1,5
P1,5,S5_79,26,49,0,80.47,normal,morning,U2326,10,5
P1,5,S5_97,2,18,0,43.11,normal,evening,U1305,4,7
P1,2,S2_58,15,7,0,26.55,VIP,morning,U1856,9,2
P1,3,S3_89,9,20,1,36.93,normal,evening,U3138,8,5
P1,1,S1_116,35,21,1,45.82,VIP,morning,U1038,1,5
P1,1,S1_20,10,15,0,23.03,normal,evening,U1125,3,7
P1,5,S5_4,19,9,1,46.02,normal,morning,U4918,7,7
P1,5,S5_74,37,45,0,83.26,VIP,morning,U3191,6,4
P1,5,S5_14,2,23,0,48.09,normal,afternoon,U2584,1,6
P1,2,S2_19,30,18,0,44.99,normal,afternoon,U664,12,4
P1,2,S2_102,30,35,0,56.1,normal,afternoon,U4279,16,7
P1,1,S1_18,48,27,1,60.07,disabled,afternoon,U1837,0,1
P1,4,S4_20,47,46,0,85.76,normal,afternoon,U2172,10,7
P1,1,S1_90,15,4,0,20.52,normal,afternoon,U3697,21,5
P1,1,S1_109,18,41,1,49.78,normal,morning,U2004,16,5
P1,2,S2_64,4,35,0,45.23,normal,evening,U2979,0,1
P1,4,S4_70,40,45,0,80.21,normal,evening,U1620,23,1
P1,4,S4_85,29,23,0,57.01,normal,evening,U163,22,4
P1,2,S2_80,15,30,0,43.54,VIP,morning,U1720,10,4
P1,2,S2_107,20,3,0,30.22,VIP,afternoon,U1423,17,3
P1,4,S4_88,14,47,1,69.04,normal,afternoon,U4261,20,2
P1,5,S5_3,22,25,0,58.3,normal,evening,U4949,11,1
P1,5,S5_41,32,49,1,83.52,normal,morning,U598,22,1
P1,1,S1_24,33,27,1,47.64,normal,afternoon,U4273,16,2
P1,2,S2_65,9,20,0,31.93,normal,morning,U3138,9,2
P1,3,S3_39,21,11,0,38.71,normal,evening,U611,18,7
P1,1,S1_64,31,6,1,36.58,normal,afternoon,U4980,21,7
P1,5,S5_79,21,27,0,59.21,disabled,afternoon,U3868,16,7
P1,2,S2_25,2,7,0,17.28,normal,evening,U4870,6,4
P1,1,S1_50,42,18,0,50.69,normal,afternoon,U8,23,4
P1,4,S4_41,35,36,0,70.21,VIP,evening,U2286,7,2
P1,2,S2_60,19,5,1,29.65,normal,evening,U2925,2,3
P1,2,S2_107,39,37,0,63.76,normal,morning,U688,10,5
P1,4,S4_94,5,45,0,65.28,VIP,evening,U3959,15,1
P1,5,S5_119,20,29,0,60.23,normal,afternoon,U1530,22,3
P1,5,S5_25,2,32,0,57.06,VIP,afternoon,U3070,4,3
P1,5,S5_92,28,8,1,54.12,normal,evening,U2991,11,4
P1,1,S1_85,23,33,1,45.22,VIP,afternoon,U986,15,5
P1,4,S4_120,25,32,0,60.61,normal,morning,U4434,10,1
P1,1,S1_69,43,10,1,49.15,normal,morning,U724,15,2
P1,2,S2_99,39,27,1,57.43,normal,morning,U3831,22,7
P1,3,S3_4,24,46,0,66.88,normal,evening,U1337,20,5
P1,4,S4_14,35,11,0,56.69,VIP,morning,U2258,18,1
P1,3,S3_91,22,26,0,49.06,normal,afternoon,U2660,20,6
P1,3,S3_19,29,13,0,46.78,normal,afternoon,U4250,5,7
P1,1,S1_83,45,2,1,50.04,VIP,morning,U3790,8,3
P1,4,S4_119,18,46,0,69.4,normal,morning,U2724,7,1
P1,1,S1_64,32,24,1,45.0,normal,morning,U2382,8,4
P1,3,S3_68,27,7,1,42.89,normal,afternoon,U4009,23,7
P1,5,S5_62,48,47,0,92.18,normal,afternoon,U1586,20,7
P1,5,S5_69,47,19,0,75.7,normal,morning,U2045,8,5
P1,1,S1_68,34,16,0,42.58,disabled,morning,U343,14,4
P1,4,S4_46,46,14,0,68.08,VIP,morning,U406,7,5
P1,3,S3_38,19,28,0,48.84,normal,afternoon,U579,21,4
P1,2,S2_88,33,26,1,52.01,normal,evening,U4006,5,6
P1,1,S1_82,16,11,0,24.42,disabled,evening,U3452,9,1
P1,1,S1_93,44,48,0,70.12,normal,morning,U4797,5,1
P1,1,S1_62,7,42,1,47.58,normal,evening,U341,20,1
P1,2,S2_107,40,8,1,50.79,normal,morning,U856,20,3
P1,3,S3_39,40,38,0,70.17,VIP,evening,U1357,13,5
P1,1,S1_40,43,18,0,51.62,disabled,morning,U1133,11,5
P1,1,S1_45,25,38,1,50.49,VIP,morning,U4955,13,7
P1,5,S5_47,22,48,0,77.8,normal,afternoon,U990,0,7
P1,4,S4_82,36,18,0,60.25,normal,morning,U3809,11,2
P1,3,S3_15,40,38,0,70.17,normal,afternoon,U2498,18,3
P1,5,S5_10,13,17,0,46.4,normal,evening,U771,19,6
P1,3,S3_117,1,28,0,43.02,normal,afternoon,U4009,11,3
P1,3,S3_65,44,14,0,61.17,normal,morning,U1151,22,1
P1,4,S4_21,42,17,0,65.31,normal,morning,U4021,5,2
P1,4,S4_108,33,31,1,65.28,VIP,evening,U3135,22,3
P1,2,S2_57,35,32,0,57.42,normal,morning,U7,3,5
P1,1,S1_65,46,19,0,54.77,normal,afternoon,U2012,2,3
P1,3,S3_11,48,48,1,82.88,normal,afternoon,U3760,19,4
P1,1,S1_31,3,48,0,53.09,normal,evening,U3651,10,5
P1,4,S4_26,26,45,0,71.97,normal,afternoon,U3635,17,6
P1,3,S3_15,29,41,1,65.22,normal,afternoon,U124,4,3
P1,4,S4_18,8,48,0,68.66,normal,afternoon,U1937,12,6
P1,4,S4_69,36,40,0,73.81,normal,afternoon,U4917,22,3
P1,3,S3_42,33,31,1,60.28,normal,morning,U2990,11,5
P1,4,S4_11,38,3,0,58.12,normal,morning,U1135,1,3
P1,4,S4_51,16,34,1,57.58,normal,morning,U3736,18,5
P1,5,S5_8,27,4,0,52.29,normal,evening,U2047,20,2
P1,3,S3_54,44,46,1,78.66,normal,evening,U1511,4,1
P1,4,S4_41,45,11,1,66.32,disabled,afternoon,U2668,11,4
P1,2,S2_100,37,10,0,48.33,VIP,evening,U1947,10,1
P1,3,S3_114,16,13,0,35.62,normal,evening,U3823,3,7
P1,5,S5_35,47,8,0,72.68,normal,morning,U4977,0,3
P1,3,S3_59,4,12,1,27.65,normal,evening,U2768,17,6
P1,5,S5_86,42,2,1,67.05,normal,afternoon,U277,15,4
P1,2,S2_41,23,34,0,51.05,disabled,evening,U3235,18,2
P1,2,S2_113,39,6,0,49.46,normal,morning,U1573,0,7
P1,5,S5_13,39,7,1,64.62,normal,evening,U257,3,3
P1,2,S2_63,39,22,0,54.78,normal,afternoon,U2015,5,3
P1,3,S3_72,2,13,1,28.15,disabled,afternoon,U2093,18,3
P1,2,S2_40,16,33,1,46.67,VIP,afternoon,U4546,12,7
P1,4,S4_34,38,2,1,58.05,disabled,afternoon,U1051,21,5
P1,5,S5_39,0,16,0,41.0,disabled,morning,U3859,21,7
P1,1,S1_55,22,31,0,43.01,normal,afternoon,U1588,19,2
P1,2,S2_28,45,23,0,60.54,normal,morning,U1036,22,7
P1,2,S2_82,33,10,0,44.48,normal,morning,U1265,17,6
P1,1,S1_87,23,49,0,59.13,normal,morning,U668,10,1
P1,1,S1_107,18,8,1,24.7,normal,afternoon,U819,12,3
P1,1,S1_70,47,11,1,53.27,normal,evening,U1949,0,4
P1,3,S3_89,9,46,0,61.87,VIP,morning,U929,23,4
P1,3,S3_17,3,46,1,61.1,normal,evening,U1317,9,1
P1,5,S5_118,47,38,0,85.44,normal,evening,U1520,17,6
P1,3,S3_108,40,6,1,55.45,normal,morning,U2079,1,1
P1,1,S1_38,10,21,0,28.26,normal,morning,U1773,1,1
P1,4,S4_18,2,27,1,47.07,normal,afternoon,U1462,0,4
P1,5,S5_107,34,12,0,61.06,normal,afternoon,U2101,9,6
P1,5,S5_37,37,23,1,68.57,VIP,afternoon,U675,2,7
P1,1,S1_12,23,28,0,41.24,disabled,afternoon,U2278,0,4
P1,4,S4_16,46,16,0,68.7,disabled,evening,U3765,9,3
P1,1,S1_34,36,5,0,41.35,normal,morning,U33,22,2
P1,4,S4_57,11,15,0,38.6,normal,morning,U3719,3,7
P1,3,S3_73,31,10,1,47.57,normal,morning,U3286,3,3
P1,5,S5_105,28,33,0,68.28,normal,evening,U1242,3,2
P1,1,S1_119,4,31,1,36.26,normal,afternoon,U233,16,3
P1,2,S2_108,6,41,1,51.44,VIP,evening,U461,20,4
P1,4,S4_75,42,0,0,62.0,disabled,afternoon,U1724,14,7
P1,1,S1_46,49,25,0,60.01,normal,morning,U2296,21,1
P1,2,S2_38,26,33,0,52.01,normal,morning,U2501,5,6
P1,2,S2_78,9,45,0,55.89,normal,afternoon,U1117,7,4
P1,5,S5_107,43,32,0,78.6,disabled,afternoon,U1547,11,6
P1,1,S1_16,3,34,0,39.13,normal,evening,U2494,11,3
P1,5,S5_89,17,18,0,49.76,normal,afternoon,U1284,11,3
P1,5,S5_59,33,16,1,61.67,normal,afternoon,U930,22,5
P1,2,S2_8,29,31,0,52.45,normal,evening,U4283,19,2
P1,5,S5_86,43,8,1,68.74,VIP,afternoon,U3327,10,5
P1,2,S2_104,1,7,1,17.07,normal,evening,U2937,2,4
P1,5,S5_45,9,35,0,61.14,normal,evening,U2177,6,1
P1,3,S3_84,19,29,1,49.67,disabled,evening,U3930,13,1
P1,2,S2_45,28,19,0,43.84,normal,morning,U2162,0,2
P1,2,S2_109,19,22,0,39.07,normal,morning,U1914,0,1
P1,2,S2_120,44,40,1,69.46,normal,evening,U2872,18,5
P1,3,S3_76,25,18,0,45.81,normal,evening,U4648,4,5
P1,4,S4_23,41,19,0,65.19,normal,morning,U3976,8,3
P1,4,S4_110,26,3,0,46.17,VIP,morning,U1391,23,3
P1,5,S5_36,33,28,1,68.28,normal,evening,U290,16,7
P1,5,S5_120,22,44,0,74.19,normal,afternoon,U4777,21,6
P1,5,S5_57,9,39,0,65.02,normal,morning,U4308,2,3
P1,4,S4_92,11,37,1,58.6,normal,morning,U1989,12,7
